35 -9999 55 45 41 56 -9999 41 -9999 63 65 -9999 -9999 38 33 -9999 -9999 46 -9999 35 35 53 -9999 -9999 53 -9999 33 -9999 49 -9999 33 -9999 45 -9999 55 43 -9999 -9999 -9999 37 -9999 -9999 52 -9999 -9999 34 36 51 43 37 57 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 54 35 -9999 -9999 45 -9999 48 46 -9999 48 39 64 58 44 63 -9999 43 -9999 48 51 47 44 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 53 -9999 -9999 -9999 -9999 51 56 -9999 57 44 48 -9999 57 52 45 46 42 -9999 -9999 58 -9999 50 -9999 -9999 -9999 -9999 -9999 42 55 -9999 41 38 -9999 -9999 -9999 -9999 -9999 37 39 38 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 32 33 30 -9999 -9999 32 29 31 -9999 -9999 -9999 -9999 29 -9999 -9999 29 28 29 31 28 29 -9999 -9999 29 -9999 31 -9999 29 31 -9999 -9999 -9999 -9999 -9999 31 -9999 -9999 29 -9999 -9999 30 -9999 25 27 -9999 -9999 -9999 23 -9999 29 -9999 27 29 25 25 -9999 -9999 28 -9999 -9999 -9999 33 -9999 43 35 -9999 -9999 39 29 40 35 35 35 -9999 -9999 -9999 -9999 -9999 32 -9999 30 26 27 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 50 -9999 36 -9999 35 34 31 -9999 36 -9999 31 38 40 32 -9999 33 -9999 -9999 -9999 -9999 -9999 -9999 47 50 -9999 -9999 47 -9999 -9999 57 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 51 -9999 -9999 -9999 56 -9999 32 -9999 -9999 -9999 -9999 -9999 -9999 -9999 47 -9999 -9999 29 27 33 33 -9999 30 31 29 30 26 30 -9999 -9999 34 -9999
42 -9999 45 46 44 54 -9999 47 -9999 54 56 -9999 -9999 44 44 -9999 -9999 50 -9999 46 45 49 -9999 -9999 48 -9999 42 -9999 50 -9999 48 -9999 55 -9999 60 55 -9999 -9999 -9999 43 -9999 -9999 52 -9999 -9999 49 52 53 52 50 62 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 49 48 -9999 -9999 50 -9999 49 48 -9999 49 44 56 49 51 56 -9999 46 -9999 52 52 49 48 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 54 -9999 -9999 -9999 -9999 56 59 -9999 62 55 54 -9999 63 59 58 58 50 -9999 -9999 57 -9999 50 -9999 -9999 -9999 -9999 -9999 54 58 -9999 54 53 -9999 -9999 -9999 -9999 -9999 50 49 52 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 40 40 36 -9999 -9999 39 36 38 -9999 -9999 -9999 -9999 37 -9999 -9999 36 37 37 36 34 40 -9999 -9999 33 -9999 38 -9999 36 37 -9999 -9999 -9999 -9999 -9999 38 -9999 -9999 36 -9999 -9999 38 -9999 32 32 -9999 -9999 -9999 32 -9999 39 -9999 35 43 37 34 -9999 -9999 36 -9999 -9999 -9999 48 -9999 48 38 -9999 -9999 51 43 45 50 45 39 -9999 -9999 -9999 -9999 -9999 49 -9999 45 34 38 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 50 -9999 46 -9999 43 43 39 -9999 45 -9999 43 44 46 42 -9999 42 -9999 -9999 -9999 -9999 -9999 -9999 51 54 -9999 -9999 47 -9999 -9999 59 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 56 -9999 -9999 -9999 58 -9999 46 -9999 -9999 -9999 -9999 -9999 -9999 -9999 55 -9999 -9999 35 37 39 37 -9999 39 36 38 36 40 46 -9999 -9999 50 -9999
49 -9999 59 60 58 65 -9999 57 -9999 68 67 -9999 -9999 53 54 -9999 -9999 60 -9999 52 54 58 -9999 -9999 59 -9999 49 -9999 60 -9999 50 -9999 54 -9999 65 54 -9999 -9999 -9999 56 -9999 -9999 57 -9999 -9999 60 53 66 57 60 71 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 58 57 -9999 -9999 64 -9999 60 60 -9999 61 50 68 59 59 67 -9999 54 -9999 60 59 61 59 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 59 -9999 -9999 -9999 -9999 61 65 -9999 66 58 64 -9999 68 57 55 53 58 -9999 -9999 56 -9999 60 -9999 -9999 -9999 -9999 -9999 48 40 -9999 60 55 -9999 -9999 -9999 -9999 -9999 59 60 56 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 44 46 42 -9999 -9999 46 41 45 -9999 -9999 -9999 -9999 42 -9999 -9999 41 42 41 40 38 49 -9999 -9999 40 -9999 42 -9999 39 46 -9999 -9999 -9999 -9999 -9999 46 -9999 -9999 42 -9999 -9999 41 -9999 39 39 -9999 -9999 -9999 26 -9999 43 -9999 36 45 37 30 -9999 -9999 30 -9999 -9999 -9999 46 -9999 44 34 -9999 -9999 46 43 37 45 36 33 -9999 -9999 -9999 -9999 -9999 46 -9999 44 39 34 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 61 -9999 54 -9999 50 48 46 -9999 56 -9999 51 48 49 52 -9999 46 -9999 -9999 -9999 -9999 -9999 -9999 60 63 -9999 -9999 57 -9999 -9999 64 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 57 -9999 -9999 -9999 65 -9999 52 -9999 -9999 -9999 -9999 -9999 -9999 -9999 43 -9999 -9999 37 40 46 44 -9999 44 41 39 42 41 45 -9999 -9999 42 -9999
59 -9999 53 59 53 69 -9999 57 -9999 73 74 -9999 -9999 56 55 -9999 -9999 61 -9999 55 60 66 -9999 -9999 54 -9999 57 -9999 62 -9999 58 -9999 37 -9999 56 44 -9999 -9999 -9999 54 -9999 -9999 67 -9999 -9999 50 40 57 56 53 53 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 65 61 -9999 -9999 62 -9999 57 57 -9999 63 54 70 57 57 72 -9999 58 -9999 59 60 64 64 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 68 -9999 -9999 -9999 -9999 61 58 -9999 50 56 55 -9999 49 48 52 47 53 -9999 -9999 46 -9999 65 -9999 -9999 -9999 -9999 -9999 37 29 -9999 52 45 -9999 -9999 -9999 -9999 -9999 53 49 37 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 54 56 45 -9999 -9999 51 42 48 -9999 -9999 -9999 -9999 44 -9999 -9999 42 36 38 40 38 47 -9999 -9999 38 -9999 43 -9999 38 52 -9999 -9999 -9999 -9999 -9999 50 -9999 -9999 51 -9999 -9999 51 -9999 30 35 -9999 -9999 -9999 18 -9999 30 -9999 27 46 29 24 -9999 -9999 27 -9999 -9999 -9999 33 -9999 43 33 -9999 -9999 43 34 40 41 38 32 -9999 -9999 -9999 -9999 -9999 39 -9999 37 29 26 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 65 -9999 62 -9999 57 57 52 -9999 57 -9999 50 58 60 48 -9999 55 -9999 -9999 -9999 -9999 -9999 -9999 58 61 -9999 -9999 66 -9999 -9999 56 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 49 -9999 -9999 -9999 49 -9999 51 -9999 -9999 -9999 -9999 -9999 -9999 -9999 33 -9999 -9999 35 38 54 49 -9999 46 46 37 41 36 36 -9999 -9999 42 -9999
41 -9999 50 44 55 60 -9999 38 -9999 57 74 -9999 -9999 51 52 -9999 -9999 47 -9999 50 43 57 -9999 -9999 58 -9999 49 -9999 60 -9999 45 -9999 40 -9999 44 48 -9999 -9999 -9999 38 -9999 -9999 51 -9999 -9999 45 46 47 42 46 45 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 58 48 -9999 -9999 60 -9999 60 58 -9999 60 55 71 57 51 63 -9999 54 -9999 44 63 46 46 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 49 -9999 -9999 -9999 -9999 48 46 -9999 50 44 48 -9999 48 52 53 51 48 -9999 -9999 47 -9999 48 -9999 -9999 -9999 -9999 -9999 37 38 -9999 50 48 -9999 -9999 -9999 -9999 -9999 46 49 48 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 37 39 36 -9999 -9999 34 35 33 -9999 -9999 -9999 -9999 34 -9999 -9999 36 32 36 34 31 38 -9999 -9999 33 -9999 31 -9999 33 37 -9999 -9999 -9999 -9999 -9999 35 -9999 -9999 37 -9999 -9999 38 -9999 31 29 -9999 -9999 -9999 25 -9999 39 -9999 29 40 34 23 -9999 -9999 21 -9999 -9999 -9999 36 -9999 49 30 -9999 -9999 45 38 43 45 42 37 -9999 -9999 -9999 -9999 -9999 40 -9999 36 29 30 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 56 -9999 43 -9999 42 41 38 -9999 40 -9999 37 40 41 40 -9999 41 -9999 -9999 -9999 -9999 -9999 -9999 43 63 -9999 -9999 45 -9999 -9999 45 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 51 -9999 -9999 -9999 55 -9999 41 -9999 -9999 -9999 -9999 -9999 -9999 -9999 35 -9999 -9999 29 36 41 33 -9999 37 35 30 35 34 39 -9999 -9999 46 -9999
45 -9999 57 47 49 65 -9999 52 -9999 64 63 -9999 -9999 51 44 -9999 -9999 48 -9999 45 47 51 -9999 -9999 57 -9999 44 -9999 54 -9999 46 -9999 46 -9999 54 47 -9999 -9999 -9999 49 -9999 -9999 49 -9999 -9999 46 43 45 50 48 50 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 52 46 -9999 -9999 54 -9999 59 57 -9999 52 50 59 58 55 62 -9999 51 -9999 48 61 48 46 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 45 -9999 -9999 -9999 -9999 44 55 -9999 53 50 56 -9999 54 50 51 48 53 -9999 -9999 50 -9999 48 -9999 -9999 -9999 -9999 -9999 44 43 -9999 47 44 -9999 -9999 -9999 -9999 -9999 49 50 44 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 33 42 34 -9999 -9999 32 31 34 -9999 -9999 -9999 -9999 33 -9999 -9999 32 26 31 35 27 39 -9999 -9999 31 -9999 35 -9999 30 31 -9999 -9999 -9999 -9999 -9999 32 -9999 -9999 30 -9999 -9999 30 -9999 25 25 -9999 -9999 -9999 37 -9999 29 -9999 36 35 30 36 -9999 -9999 45 -9999 -9999 -9999 30 -9999 51 48 -9999 -9999 47 34 50 46 50 45 -9999 -9999 -9999 -9999 -9999 30 -9999 28 33 42 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 52 -9999 45 -9999 46 49 42 -9999 51 -9999 43 46 51 41 -9999 45 -9999 -9999 -9999 -9999 -9999 -9999 47 63 -9999 -9999 47 -9999 -9999 54 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 54 -9999 -9999 -9999 49 -9999 42 -9999 -9999 -9999 -9999 -9999 -9999 -9999 37 -9999 -9999 27 30 41 34 -9999 36 36 30 32 24 28 -9999 -9999 45 -9999
46 -9999 47 47 44 55 -9999 48 -9999 53 55 -9999 -9999 43 45 -9999 -9999 45 -9999 43 42 50 -9999 -9999 47 -9999 41 -9999 51 -9999 41 -9999 50 -9999 60 49 -9999 -9999 -9999 44 -9999 -9999 47 -9999 -9999 49 50 52 45 51 60 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 50 42 -9999 -9999 50 -9999 51 50 -9999 50 45 53 48 46 54 -9999 45 -9999 47 55 45 46 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 45 -9999 -9999 -9999 -9999 50 61 -9999 62 48 54 -9999 60 57 56 55 51 -9999 -9999 57 -9999 46 -9999 -9999 -9999 -9999 -9999 49 48 -9999 51 52 -9999 -9999 -9999 -9999 -9999 52 51 52 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 46 46 44 -9999 -9999 44 41 44 -9999 -9999 -9999 -9999 42 -9999 -9999 39 38 43 37 37 48 -9999 -9999 40 -9999 42 -9999 38 45 -9999 -9999 -9999 -9999 -9999 46 -9999 -9999 44 -9999 -9999 45 -9999 40 36 -9999 -9999 -9999 41 -9999 43 -9999 41 44 42 42 -9999 -9999 45 -9999 -9999 -9999 40 -9999 59 50 -9999 -9999 55 49 56 50 53 47 -9999 -9999 -9999 -9999 -9999 43 -9999 39 42 48 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 50 -9999 46 -9999 48 48 47 -9999 46 -9999 46 44 50 47 -9999 46 -9999 -9999 -9999 -9999 -9999 -9999 48 54 -9999 -9999 45 -9999 -9999 62 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 57 -9999 -9999 -9999 58 -9999 47 -9999 -9999 -9999 -9999 -9999 -9999 -9999 50 -9999 -9999 36 41 44 44 -9999 42 44 40 37 35 50 -9999 -9999 52 -9999
42 -9999 52 54 48 55 -9999 54 -9999 59 66 -9999 -9999 47 45 -9999 -9999 50 -9999 38 41 58 -9999 -9999 54 -9999 38 -9999 55 -9999 40 -9999 56 -9999 75 56 -9999 -9999 -9999 54 -9999 -9999 54 -9999 -9999 59 53 67 59 61 70 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 57 36 -9999 -9999 48 -9999 52 50 -9999 52 44 64 49 51 56 -9999 43 -9999 55 52 54 54 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 57 -9999 -9999 -9999 -9999 64 74 -9999 72 61 62 -9999 71 69 65 66 62 -9999 -9999 64 -9999 51 -9999 -9999 -9999 -9999 -9999 54 53 -9999 60 56 -9999 -9999 -9999 -9999 -9999 61 60 58 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 47 46 44 -9999 -9999 45 46 45 -9999 -9999 -9999 -9999 46 -9999 -9999 46 41 44 40 42 49 -9999 -9999 40 -9999 47 -9999 42 43 -9999 -9999 -9999 -9999 -9999 45 -9999 -9999 45 -9999 -9999 44 -9999 44 39 -9999 -9999 -9999 42 -9999 47 -9999 45 45 44 46 -9999 -9999 41 -9999 -9999 -9999 42 -9999 60 44 -9999 -9999 54 45 52 47 49 46 -9999 -9999 -9999 -9999 -9999 47 -9999 40 46 46 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 55 -9999 52 -9999 51 50 46 -9999 52 -9999 47 49 53 50 -9999 45 -9999 -9999 -9999 -9999 -9999 -9999 55 50 -9999 -9999 53 -9999 -9999 73 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 66 -9999 -9999 -9999 61 -9999 51 -9999 -9999 -9999 -9999 -9999 -9999 -9999 57 -9999 -9999 38 44 42 46 -9999 47 44 38 44 38 47 -9999 -9999 45 -9999
54 -9999 53 61 58 58 -9999 60 -9999 61 61 -9999 -9999 51 55 -9999 -9999 62 -9999 53 58 71 -9999 -9999 58 -9999 52 -9999 64 -9999 58 -9999 57 -9999 74 60 -9999 -9999 -9999 62 -9999 -9999 71 -9999 -9999 53 51 73 67 55 71 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 68 58 -9999 -9999 57 -9999 55 57 -9999 61 54 61 54 57 62 -9999 55 -9999 64 59 63 63 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 71 -9999 -9999 -9999 -9999 72 72 -9999 69 72 66 -9999 70 63 63 62 58 -9999 -9999 62 -9999 63 -9999 -9999 -9999 -9999 -9999 54 54 -9999 58 53 -9999 -9999 -9999 -9999 -9999 55 57 55 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 45 49 41 -9999 -9999 43 40 41 -9999 -9999 -9999 -9999 40 -9999 -9999 41 40 39 39 37 45 -9999 -9999 38 -9999 41 -9999 38 47 -9999 -9999 -9999 -9999 -9999 46 -9999 -9999 43 -9999 -9999 44 -9999 36 40 -9999 -9999 -9999 29 -9999 37 -9999 37 45 35 31 -9999 -9999 38 -9999 -9999 -9999 40 -9999 51 39 -9999 -9999 52 35 46 48 41 39 -9999 -9999 -9999 -9999 -9999 47 -9999 40 35 38 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 65 -9999 59 -9999 54 53 49 -9999 54 -9999 49 56 55 47 -9999 50 -9999 -9999 -9999 -9999 -9999 -9999 63 54 -9999 -9999 63 -9999 -9999 73 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 67 -9999 -9999 -9999 66 -9999 50 -9999 -9999 -9999 -9999 -9999 -9999 -9999 57 -9999 -9999 38 41 52 44 -9999 42 41 36 39 39 37 -9999 -9999 46 -9999
43 -9999 54 59 53 66 -9999 57 -9999 67 67 -9999 -9999 54 49 -9999 -9999 56 -9999 40 45 71 -9999 -9999 64 -9999 41 -9999 64 -9999 43 -9999 78 -9999 75 67 -9999 -9999 -9999 55 -9999 -9999 68 -9999 -9999 63 63 74 67 59 73 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 69 45 -9999 -9999 59 -9999 61 60 -9999 61 49 66 60 59 65 -9999 53 -9999 62 65 59 57 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 71 -9999 -9999 -9999 -9999 73 75 -9999 73 70 75 -9999 78 75 76 72 71 -9999 -9999 80 -9999 63 -9999 -9999 -9999 -9999 -9999 74 74 -9999 69 65 -9999 -9999 -9999 -9999 -9999 56 69 71 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 38 40 36 -9999 -9999 37 34 36 -9999 -9999 -9999 -9999 35 -9999 -9999 34 39 38 34 33 41 -9999 -9999 34 -9999 35 -9999 34 40 -9999 -9999 -9999 -9999 -9999 42 -9999 -9999 35 -9999 -9999 37 -9999 37 35 -9999 -9999 -9999 47 -9999 47 -9999 49 41 44 49 -9999 -9999 55 -9999 -9999 -9999 48 -9999 76 57 -9999 -9999 73 46 70 64 64 56 -9999 -9999 -9999 -9999 -9999 51 -9999 40 44 52 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 64 -9999 53 -9999 46 42 38 -9999 50 -9999 36 42 45 45 -9999 39 -9999 -9999 -9999 -9999 -9999 -9999 61 64 -9999 -9999 61 -9999 -9999 74 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 74 -9999 -9999 -9999 79 -9999 50 -9999 -9999 -9999 -9999 -9999 -9999 -9999 72 -9999 -9999 32 36 43 37 -9999 37 36 33 34 40 48 -9999 -9999 65 -9999
